log_id,log_content,root_cause,severity,sw_version,platform,has_missing_blocks,has_overwritten,log_size,component
LOG_00802,"[04.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[04.01.26 01:22:03] Platform: gen3
[04.01.26 01:22:03] Component: CAN
[04.01.26 01:22:03] WARNING: CAN bus error detected
[04.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[04.01.26 01:22:03] TRACE: Bus-off state entered
[04.01.26 01:22:03] INFO: Error counter: 45
[04.01.26 01:22:03] ERROR: ARBITRATION on CAN interface
[04.01.26 01:22:03] INFO: Component initialized successfully
[04.01.26 01:22:03] INFO: System running normally",CAN Bus Error,MEDIUM,PIVI_SW4110,gen3,False,False,30971,CAN
LOG_00803,"[08.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[08.01.26 01:22:03] Platform: gen3
[08.01.26 01:22:03] Component: Navigation
[08.01.26 01:22:03] WARNING: High memory usage detected
[08.01.26 01:22:03] ERROR: Heap allocation failed in Navigation
[08.01.26 01:22:03] TRACE: malloc returned NULL
[08.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[08.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[08.01.26 01:22:03] TRACE: MALLOC - size: 4419 bytes
[08.01.26 01:22:03] INFO: System running normally
[08.01.26 01:22:03] INFO: Component initialized successfully",Memory Leak,HIGH,AIVI_SW5250,gen3,True,True,28562,Audio
LOG_00804,"[27.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[27.12.25 01:22:03] Platform: gen4
[27.12.25 01:22:03] Component: System
[27.12.25 01:22:03] ERROR: OK in System
[27.12.25 01:22:03] ERROR: RUNNING in System
[27.12.25 01:22:03] ERROR: SUCCESS in System
[27.12.25 01:22:03] INFO: System running normally",No Issue,LOW,AIVI_SW5250,gen4,True,True,26380,System
LOG_00805,"[20.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[20.01.26 01:22:03] Platform: gen3
[20.01.26 01:22:03] Component: Network
[20.01.26 01:22:03] ERROR: CONNECTION in Network
[20.01.26 01:22:03] ERROR: REFUSED in Network
[20.01.26 01:22:03] ERROR: REFUSED in Network
[20.01.26 01:22:03] DEBUG: Processing event queue",Network Timeout,LOW,AIVI_SW5244,gen3,False,True,35271,Network
LOG_00806,"[03.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[03.01.26 01:22:03] Platform: gen4
[03.01.26 01:22:03] Component: Storage
[03.01.26 01:22:03] ERROR: DISK in Storage
[03.01.26 01:22:03] ERROR: DISK in Storage
[03.01.26 01:22:03] ERROR: READ in Storage
[03.01.26 01:22:03] ERROR: CORRUPT in Storage
[03.01.26 01:22:03] ERROR: DISK in Storage
[03.01.26 01:22:03] ERROR: READ in Storage
[03.01.26 01:22:03] INFO: Component initialized successfully
[03.01.26 01:22:03] DEBUG: Processing event queue",File System Error,MEDIUM,PIVI_SW4110,gen4,False,False,39702,Storage
LOG_00807,"[14.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[14.01.26 01:22:03] Platform: gen3
[14.01.26 01:22:03] Component: Network
[14.01.26 01:22:03] WARNING: CAN bus error detected
[14.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[14.01.26 01:22:03] TRACE: Bus-off state entered
[14.01.26 01:22:03] INFO: Error counter: 126
[14.01.26 01:22:03] ERROR: COMMUNICATION on CAN interface
[14.01.26 01:22:03] INFO: System running normally",CAN Bus Error,MEDIUM,AIVI_SW5250,gen3,False,False,23545,CAN
LOG_00808,"[13.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[13.01.26 01:22:03] Platform: gen4
[13.01.26 01:22:03] Component: System
[13.01.26 01:22:03] INFO: Starting software update
[13.01.26 01:22:03] WARNING: Update verification failed
[13.01.26 01:22:03] ERROR: Flash write error at block 287
[13.01.26 01:22:03] TRACE: Rolling back to previous version
[13.01.26 01:22:03] CRITICAL: Software UPDATE
[13.01.26 01:22:03] INFO: Component initialized successfully
[13.01.26 01:22:03] DEBUG: Processing event queue
[13.01.26 01:22:03] INFO: System running normally",SW Update Failure,HIGH,AIVI_SW5244,gen4,False,False,5891,SW_SWUPDATE
LOG_00809,"[02.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[02.01.26 01:22:03] Platform: gen4
[02.01.26 01:22:03] Component: System
[02.01.26 01:22:03] ERROR: SUCCESS in System
[02.01.26 01:22:03] ERROR: OK in System
[02.01.26 01:22:03] ERROR: COMPLETED in System
[02.01.26 01:22:03] ERROR: COMPLETED in System
[02.01.26 01:22:03] ERROR: NORMAL in System
[02.01.26 01:22:03] ERROR: SUCCESS in System
[02.01.26 01:22:03] INFO: Component initialized successfully
[02.01.26 01:22:03] INFO: System running normally
[02.01.26 01:22:03] DEBUG: Processing event queue",No Issue,LOW,PIVI_SW4110,gen4,True,True,46181,System
LOG_00810,"[30.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[30.12.25 01:22:03] Platform: gen3
[30.12.25 01:22:03] Component: Unknown
[30.12.25 01:22:03] ERROR: WARNING in Unknown
[30.12.25 01:22:03] ERROR: ERROR in Unknown
[30.12.25 01:22:03] ERROR: WARNING in Unknown
[30.12.25 01:22:03] ERROR: ERROR in Unknown
[30.12.25 01:22:03] ERROR: FAILED in Unknown
[30.12.25 01:22:03] INFO: System running normally
[30.12.25 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,PIVI_SW4110,gen3,True,True,49282,Unknown
LOG_00811,"[09.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[09.01.26 01:22:03] Platform: gen3
[09.01.26 01:22:03] Component: Kernel
[09.01.26 01:22:03] CRITICAL: Kernel panic detected
[09.01.26 01:22:03] ERROR: Unable to handle kernel NULL pointer dereference
[09.01.26 01:22:03] TRACE: Exception at address 0x0A31
[09.01.26 01:22:03] ERROR: CPU 2 KERNEL
[09.01.26 01:22:03] CRITICAL: System halted
[09.01.26 01:22:03] DEBUG: Processing event queue
[09.01.26 01:22:03] INFO: Component initialized successfully
[09.01.26 01:22:03] INFO: System running normally",Kernel Panic,CRITICAL,AIVI_SW5244,gen3,True,True,32084,Kernel
LOG_00812,"[24.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[24.12.25 01:22:03] Platform: gen3
[24.12.25 01:22:03] Component: Navigation
[24.12.25 01:22:03] WARNING: High memory usage detected
[24.12.25 01:22:03] ERROR: Heap allocation failed in Navigation
[24.12.25 01:22:03] TRACE: malloc returned NULL
[24.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[24.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[24.12.25 01:22:03] TRACE: MALLOC - size: 2531 bytes
[24.12.25 01:22:03] INFO: Component initialized successfully
[24.12.25 01:22:03] DEBUG: Processing event queue",Memory Leak,HIGH,PIVI_SW4110,gen3,False,False,39952,Audio
LOG_00813,"[09.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[09.01.26 01:22:03] Platform: gen3
[09.01.26 01:22:03] Component: Unknown
[09.01.26 01:22:03] ERROR: WARNING in Unknown
[09.01.26 01:22:03] ERROR: FAILED in Unknown
[09.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[09.01.26 01:22:03] ERROR: WARNING in Unknown
[09.01.26 01:22:03] ERROR: ERROR in Unknown
[09.01.26 01:22:03] INFO: System running normally
[09.01.26 01:22:03] DEBUG: Processing event queue
[09.01.26 01:22:03] INFO: Component initialized successfully",Unknown Issue,MEDIUM,AIVI_SW5244,gen3,True,True,27605,Unknown
LOG_00814,"[06.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[06.01.26 01:22:03] Platform: gen3
[06.01.26 01:22:03] Component: CAN
[06.01.26 01:22:03] WARNING: CAN bus error detected
[06.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[06.01.26 01:22:03] TRACE: Bus-off state entered
[06.01.26 01:22:03] INFO: Error counter: 205
[06.01.26 01:22:03] ERROR: FRAME on CAN interface
[06.01.26 01:22:03] INFO: System running normally",CAN Bus Error,MEDIUM,AIVI_SW5244,gen3,False,True,3651,Communication
LOG_00815,"[26.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[26.12.25 01:22:03] Platform: gen3
[26.12.25 01:22:03] Component: Storage
[26.12.25 01:22:03] ERROR: READ in Storage
[26.12.25 01:22:03] ERROR: FILESYSTEM in Storage
[26.12.25 01:22:03] ERROR: DISK in Storage
[26.12.25 01:22:03] ERROR: DISK in Storage
[26.12.25 01:22:03] ERROR: MOUNT in Storage
[26.12.25 01:22:03] ERROR: CORRUPT in Storage
[26.12.25 01:22:03] INFO: Component initialized successfully",File System Error,MEDIUM,PIVI_SW4110,gen3,True,False,4122,Storage
LOG_00816,"[19.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[19.01.26 01:22:03] Platform: gen3
[19.01.26 01:22:03] Component: Navigation
[19.01.26 01:22:03] WARNING: High memory usage detected
[19.01.26 01:22:03] ERROR: Heap allocation failed in Navigation
[19.01.26 01:22:03] TRACE: malloc returned NULL
[19.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[19.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[19.01.26 01:22:03] TRACE: OOM - size: 395 bytes
[19.01.26 01:22:03] DEBUG: Processing event queue",Memory Leak,HIGH,AIVI_SW5250,gen3,True,False,10310,Navigation
LOG_00817,"[05.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[05.01.26 01:22:03] Platform: gen3
[05.01.26 01:22:03] Component: Multimedia
[05.01.26 01:22:03] WARNING: High memory usage detected
[05.01.26 01:22:03] ERROR: Heap allocation failed in Multimedia
[05.01.26 01:22:03] TRACE: malloc returned NULL
[05.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[05.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[05.01.26 01:22:03] TRACE: HEAP - size: 1462 bytes
[05.01.26 01:22:03] INFO: System running normally
[05.01.26 01:22:03] INFO: Component initialized successfully
[05.01.26 01:22:03] DEBUG: Processing event queue",Memory Leak,HIGH,AIVI_SW5250,gen3,True,False,37301,Audio
LOG_00818,"[05.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[05.01.26 01:22:03] Platform: gen3
[05.01.26 01:22:03] Component: System
[05.01.26 01:22:03] ERROR: NORMAL in System
[05.01.26 01:22:03] ERROR: NORMAL in System
[05.01.26 01:22:03] ERROR: RUNNING in System
[05.01.26 01:22:03] ERROR: RUNNING in System
[05.01.26 01:22:03] ERROR: NORMAL in System
[05.01.26 01:22:03] INFO: Component initialized successfully
[05.01.26 01:22:03] DEBUG: Processing event queue",No Issue,LOW,PIVI_SW4110,gen3,False,True,33078,System
LOG_00819,"[18.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[18.01.26 01:22:03] Platform: gen4
[18.01.26 01:22:03] Component: System
[18.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[18.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[18.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[18.01.26 01:22:03] INFO: Last task: System_handler
[18.01.26 01:22:03] CRITICAL: System RESET
[18.01.26 01:22:03] INFO: System running normally",Watchdog Timeout,CRITICAL,AIVI_SW5250,gen4,False,False,32767,Kernel
LOG_00820,"[04.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[04.01.26 01:22:03] Platform: gen3
[04.01.26 01:22:03] Component: Audio
[04.01.26 01:22:03] WARNING: High memory usage detected
[04.01.26 01:22:03] ERROR: Heap allocation failed in Audio
[04.01.26 01:22:03] TRACE: malloc returned NULL
[04.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[04.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[04.01.26 01:22:03] TRACE: ALLOCATION - size: 3627 bytes
[04.01.26 01:22:03] DEBUG: Processing event queue
[04.01.26 01:22:03] INFO: Component initialized successfully
[04.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,PIVI_SW4110,gen3,False,True,43253,Navigation
LOG_00821,"[18.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[18.01.26 01:22:03] Platform: gen4
[18.01.26 01:22:03] Component: System
[18.01.26 01:22:03] WARNING: Task execution time exceeded threshold
[18.01.26 01:22:03] ERROR: WATCHDOG_RESET triggered
[18.01.26 01:22:03] TRACE: System reset due to watchdog timeout
[18.01.26 01:22:03] INFO: Last task: System_handler
[18.01.26 01:22:03] CRITICAL: System WATCHDOG
[18.01.26 01:22:03] DEBUG: Processing event queue",Watchdog Timeout,CRITICAL,AIVI_SW5244,gen4,True,True,4834,Power
LOG_00822,"[27.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[27.12.25 01:22:03] Platform: gen3
[27.12.25 01:22:03] Component: Unknown
[27.12.25 01:22:03] ERROR: WARNING in Unknown
[27.12.25 01:22:03] ERROR: ERROR in Unknown
[27.12.25 01:22:03] ERROR: ERROR in Unknown
[27.12.25 01:22:03] ERROR: ISSUE in Unknown
[27.12.25 01:22:03] ERROR: FAILED in Unknown
[27.12.25 01:22:03] ERROR: ISSUE in Unknown
[27.12.25 01:22:03] DEBUG: Processing event queue
[27.12.25 01:22:03] INFO: Component initialized successfully
[27.12.25 01:22:03] INFO: System running normally",Unknown Issue,MEDIUM,PIVI_SW4110,gen3,False,True,34813,Unknown
LOG_00823,"[03.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[03.01.26 01:22:03] Platform: gen3
[03.01.26 01:22:03] Component: Unknown
[03.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[03.01.26 01:22:03] ERROR: WARNING in Unknown
[03.01.26 01:22:03] ERROR: FAILED in Unknown
[03.01.26 01:22:03] DEBUG: Processing event queue
[03.01.26 01:22:03] INFO: System running normally
[03.01.26 01:22:03] INFO: Component initialized successfully",Unknown Issue,MEDIUM,PIVI_SW4100,gen3,False,True,43540,Unknown
LOG_00824,"[18.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[18.01.26 01:22:03] Platform: gen4
[18.01.26 01:22:03] Component: System
[18.01.26 01:22:03] ERROR: COMPLETED in System
[18.01.26 01:22:03] ERROR: SUCCESS in System
[18.01.26 01:22:03] ERROR: SUCCESS in System
[18.01.26 01:22:03] ERROR: RUNNING in System
[18.01.26 01:22:03] ERROR: RUNNING in System
[18.01.26 01:22:03] ERROR: COMPLETED in System
[18.01.26 01:22:03] DEBUG: Processing event queue
[18.01.26 01:22:03] INFO: Component initialized successfully",No Issue,LOW,PIVI_SW4110,gen4,False,False,45873,System
LOG_00825,"[17.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[17.01.26 01:22:03] Platform: gen4
[17.01.26 01:22:03] Component: System
[17.01.26 01:22:03] INFO: Starting software update
[17.01.26 01:22:03] WARNING: Update verification failed
[17.01.26 01:22:03] ERROR: Flash write error at block 360
[17.01.26 01:22:03] TRACE: Rolling back to previous version
[17.01.26 01:22:03] CRITICAL: Software FAILED
[17.01.26 01:22:03] INFO: Component initialized successfully
[17.01.26 01:22:03] INFO: System running normally",SW Update Failure,HIGH,PIVI_SW4100,gen4,True,False,16382,SW_SWUPDATE
LOG_00826,"[16.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[16.01.26 01:22:03] Platform: gen3
[16.01.26 01:22:03] Component: Communication
[16.01.26 01:22:03] ERROR: TCP in Communication
[16.01.26 01:22:03] ERROR: TIMEOUT in Communication
[16.01.26 01:22:03] ERROR: TCP in Communication
[16.01.26 01:22:03] INFO: Component initialized successfully
[16.01.26 01:22:03] INFO: System running normally",Network Timeout,LOW,PIVI_SW4100,gen3,False,True,6664,Network
LOG_00827,"[19.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[19.01.26 01:22:03] Platform: gen4
[19.01.26 01:22:03] Component: CAN
[19.01.26 01:22:03] WARNING: CAN bus error detected
[19.01.26 01:22:03] ERROR: Frame transmission failed on CAN2
[19.01.26 01:22:03] TRACE: Bus-off state entered
[19.01.26 01:22:03] INFO: Error counter: 46
[19.01.26 01:22:03] ERROR: FRAME on CAN interface
[19.01.26 01:22:03] INFO: System running normally",CAN Bus Error,MEDIUM,AIVI_SW5244,gen4,True,False,38921,Network
LOG_00828,"[15.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[15.01.26 01:22:03] Platform: gen4
[15.01.26 01:22:03] Component: System
[15.01.26 01:22:03] ERROR: RUNNING in System
[15.01.26 01:22:03] ERROR: RUNNING in System
[15.01.26 01:22:03] ERROR: NORMAL in System
[15.01.26 01:22:03] ERROR: OK in System
[15.01.26 01:22:03] ERROR: COMPLETED in System
[15.01.26 01:22:03] ERROR: NORMAL in System
[15.01.26 01:22:03] DEBUG: Processing event queue",No Issue,LOW,PIVI_SW4100,gen4,False,False,46731,System
LOG_00829,"[25.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4100
[25.12.25 01:22:03] Platform: gen4
[25.12.25 01:22:03] Component: Multimedia
[25.12.25 01:22:03] WARNING: High memory usage detected
[25.12.25 01:22:03] ERROR: Heap allocation failed in Multimedia
[25.12.25 01:22:03] TRACE: malloc returned NULL
[25.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[25.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[25.12.25 01:22:03] TRACE: OOM - size: 4749 bytes
[25.12.25 01:22:03] DEBUG: Processing event queue
[25.12.25 01:22:03] INFO: Component initialized successfully",Memory Leak,HIGH,PIVI_SW4100,gen4,True,True,34288,Navigation
LOG_00830,"[21.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[21.01.26 01:22:03] Platform: gen3
[21.01.26 01:22:03] Component: System
[21.01.26 01:22:03] ERROR: NORMAL in System
[21.01.26 01:22:03] ERROR: COMPLETED in System
[21.01.26 01:22:03] ERROR: SUCCESS in System
[21.01.26 01:22:03] ERROR: NORMAL in System
[21.01.26 01:22:03] ERROR: OK in System
[21.01.26 01:22:03] INFO: System running normally
[21.01.26 01:22:03] INFO: Component initialized successfully",No Issue,LOW,AIVI_SW5244,gen3,True,False,45191,System
LOG_00831,"[08.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[08.01.26 01:22:03] Platform: gen3
[08.01.26 01:22:03] Component: System
[08.01.26 01:22:03] ERROR: SUCCESS in System
[08.01.26 01:22:03] ERROR: SUCCESS in System
[08.01.26 01:22:03] ERROR: OK in System
[08.01.26 01:22:03] INFO: System running normally
[08.01.26 01:22:03] INFO: Component initialized successfully",No Issue,LOW,AIVI_SW5250,gen3,False,False,40820,System
LOG_00832,"[15.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[15.01.26 01:22:03] Platform: gen3
[15.01.26 01:22:03] Component: Storage
[15.01.26 01:22:03] ERROR: READ in Storage
[15.01.26 01:22:03] ERROR: INODE in Storage
[15.01.26 01:22:03] ERROR: DISK in Storage
[15.01.26 01:22:03] DEBUG: Processing event queue",File System Error,MEDIUM,PIVI_SW4110,gen3,False,False,34341,Storage
LOG_00833,"[29.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[29.12.25 01:22:03] Platform: gen3
[29.12.25 01:22:03] Component: Unknown
[29.12.25 01:22:03] ERROR: ERROR in Unknown
[29.12.25 01:22:03] ERROR: WARNING in Unknown
[29.12.25 01:22:03] ERROR: ISSUE in Unknown
[29.12.25 01:22:03] ERROR: ISSUE in Unknown
[29.12.25 01:22:03] ERROR: FAILED in Unknown
[29.12.25 01:22:03] ERROR: EXCEPTION in Unknown
[29.12.25 01:22:03] INFO: System running normally
[29.12.25 01:22:03] INFO: Component initialized successfully
[29.12.25 01:22:03] DEBUG: Processing event queue",Unknown Issue,MEDIUM,AIVI_SW5244,gen3,False,False,31542,Unknown
LOG_00834,"[31.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[31.12.25 01:22:03] Platform: gen4
[31.12.25 01:22:03] Component: Multimedia
[31.12.25 01:22:03] WARNING: High memory usage detected
[31.12.25 01:22:03] ERROR: Heap allocation failed in Multimedia
[31.12.25 01:22:03] TRACE: malloc returned NULL
[31.12.25 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[31.12.25 01:22:03] ERROR: Memory leak suspected in navigation module
[31.12.25 01:22:03] TRACE: MEMORY - size: 4049 bytes
[31.12.25 01:22:03] INFO: System running normally
[31.12.25 01:22:03] DEBUG: Processing event queue",Memory Leak,HIGH,AIVI_SW5250,gen4,False,False,31216,Audio
LOG_00835,"[02.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[02.01.26 01:22:03] Platform: gen4
[02.01.26 01:22:03] Component: Sensors
[02.01.26 01:22:03] ERROR: FAULT in Sensors
[02.01.26 01:22:03] ERROR: GPIO in Sensors
[02.01.26 01:22:03] ERROR: SPI in Sensors
[02.01.26 01:22:03] ERROR: HARDWARE in Sensors
[02.01.26 01:22:03] ERROR: FAULT in Sensors
[02.01.26 01:22:03] ERROR: I2C in Sensors
[02.01.26 01:22:03] DEBUG: Processing event queue",Hardware Fault,HIGH,AIVI_SW5244,gen4,False,False,699,Hardware
LOG_00836,"[06.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[06.01.26 01:22:03] Platform: gen4
[06.01.26 01:22:03] Component: Audio
[06.01.26 01:22:03] WARNING: High memory usage detected
[06.01.26 01:22:03] ERROR: Heap allocation failed in Audio
[06.01.26 01:22:03] TRACE: malloc returned NULL
[06.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[06.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[06.01.26 01:22:03] TRACE: LEAK - size: 4103 bytes
[06.01.26 01:22:03] INFO: Component initialized successfully
[06.01.26 01:22:03] DEBUG: Processing event queue
[06.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,AIVI_SW5244,gen4,False,False,19393,Navigation
LOG_00837,"[21.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[21.01.26 01:22:03] Platform: gen3
[21.01.26 01:22:03] Component: Unknown
[21.01.26 01:22:03] ERROR: WARNING in Unknown
[21.01.26 01:22:03] ERROR: ERROR in Unknown
[21.01.26 01:22:03] ERROR: EXCEPTION in Unknown
[21.01.26 01:22:03] ERROR: WARNING in Unknown
[21.01.26 01:22:03] ERROR: WARNING in Unknown
[21.01.26 01:22:03] ERROR: WARNING in Unknown
[21.01.26 01:22:03] DEBUG: Processing event queue
[21.01.26 01:22:03] INFO: System running normally",Unknown Issue,MEDIUM,PIVI_SW4110,gen3,True,True,22022,Unknown
LOG_00838,"[30.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[30.12.25 01:22:03] Platform: gen4
[30.12.25 01:22:03] Component: System
[30.12.25 01:22:03] INFO: Starting software update
[30.12.25 01:22:03] WARNING: Update verification failed
[30.12.25 01:22:03] ERROR: Flash write error at block 291
[30.12.25 01:22:03] TRACE: Rolling back to previous version
[30.12.25 01:22:03] CRITICAL: Software FLASH
[30.12.25 01:22:03] INFO: System running normally",SW Update Failure,HIGH,PIVI_SW4110,gen4,False,True,30141,SW_SWUPDATE
LOG_00839,"[23.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[23.12.25 01:22:03] Platform: gen3
[23.12.25 01:22:03] Component: Network
[23.12.25 01:22:03] ERROR: TCP in Network
[23.12.25 01:22:03] ERROR: SOCKET in Network
[23.12.25 01:22:03] ERROR: CONNECTION in Network
[23.12.25 01:22:03] ERROR: CONNECTION in Network
[23.12.25 01:22:03] ERROR: NETWORK in Network
[23.12.25 01:22:03] ERROR: SOCKET in Network
[23.12.25 01:22:03] INFO: Component initialized successfully
[23.12.25 01:22:03] INFO: System running normally
[23.12.25 01:22:03] DEBUG: Processing event queue",Network Timeout,LOW,AIVI_SW5244,gen3,True,True,40786,Network
LOG_00840,"[16.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[16.01.26 01:22:03] Platform: gen4
[16.01.26 01:22:03] Component: Multimedia
[16.01.26 01:22:03] WARNING: High memory usage detected
[16.01.26 01:22:03] ERROR: Heap allocation failed in Multimedia
[16.01.26 01:22:03] TRACE: malloc returned NULL
[16.01.26 01:22:03] INFO: Available memory: 128 KB / 2048 KB
[16.01.26 01:22:03] ERROR: Memory leak suspected in navigation module
[16.01.26 01:22:03] TRACE: HEAP - size: 4065 bytes
[16.01.26 01:22:03] INFO: Component initialized successfully
[16.01.26 01:22:03] DEBUG: Processing event queue
[16.01.26 01:22:03] INFO: System running normally",Memory Leak,HIGH,PIVI_SW4110,gen4,True,False,48209,Multimedia
LOG_00841,"[07.01.26 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5244
[07.01.26 01:22:03] Platform: gen3
[07.01.26 01:22:03] Component: SW_SWUPDATE
[07.01.26 01:22:03] INFO: Starting software update
[07.01.26 01:22:03] WARNING: Update verification failed
[07.01.26 01:22:03] ERROR: Flash write error at block 950
[07.01.26 01:22:03] TRACE: Rolling back to previous version
[07.01.26 01:22:03] CRITICAL: Software INSTALLATION
[07.01.26 01:22:03] INFO: Component initialized successfully",SW Update Failure,HIGH,AIVI_SW5244,gen3,False,True,48101,SW_SWUPDATE
LOG_00842,"[26.12.25 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[26.12.25 01:22:03] Platform: gen3
[26.12.25 01:22:03] Component: Network
[26.12.25 01:22:03] WARNING: CAN bus error detected
[26.12.25 01:22:03] ERROR: Frame transmission failed on CAN2
[26.12.25 01:22:03] TRACE: Bus-off state entered
[26.12.25 01:22:03] INFO: Error counter: 232
[26.12.25 01:22:03] ERROR: COMMUNICATION on CAN interface
[26.12.25 01:22:03] DEBUG: Processing event queue
[26.12.25 01:22:03] INFO: Component initialized successfully
[26.12.25 01:22:03] INFO: System running normally",CAN Bus Error,MEDIUM,PIVI_SW4110,gen3,False,True,20309,CAN
LOG_00843,"[31.12.25 01:22:03] ERRMEM: VERSIONINFO: AIVI_SW5250
[31.12.25 01:22:03] Platform: gen4
[31.12.25 01:22:03] Component: Network
[31.12.25 01:22:03] ERROR: SOCKET in Network
[31.12.25 01:22:03] ERROR: TIMEOUT in Network
[31.12.25 01:22:03] ERROR: TIMEOUT in Network
[31.12.25 01:22:03] INFO: System running normally",Network Timeout,LOW,AIVI_SW5250,gen4,False,False,45945,Communication
LOG_00844,"[01.01.26 01:22:03] ERRMEM: VERSIONINFO: PIVI_SW4110
[01.01.26 01:22:03] Platform: gen3
[01.01.26 01:22:03] Component: Sensors
[01.01.26 01:22:03] ERROR: I2C in Sensors
[01.01.26 01:22:03] ERROR: GPIO in Sensors
[01.01.26 01:22:03] ERROR: I2C in Sensors
[01.01.26 01:22:03] ERROR: SPI in Sensors
[01.01.26 01:22:03] ERROR: FAULT in Sensors
[01.01.26 01:22:03] ERROR: GPIO in Sensors
[01.01.26 01:22:03] INFO: System running normally
[01.01.26 01:22:03] INFO: Component initialized successfully",Hardware Fault,HIGH,PIVI_SW4110,gen3,True,True,9876,Hardware
